"Sample","Dilution","Count","CFU_Count","Cq","Quantity","CFU_TaqMan","Date_Collected","Collected_By"
"ZH_7","N4.1",NA,NA,"29.07879005045595",2.34115030395724,816300.663862358,"20241015","ZH"
"ZH_7","N4.2",NA,NA,"28.970747191862863",2.49497782029948,869936.47848657,"20241015","ZH"
"ZH_7","N4.2",NA,NA,"28.82918604904372",2.71192745566801,945581.400163182,"20241015","ZH"
"ZH_7","N4.2",NA,NA,"29.07879005045595",2.34115030395724,816300.663862358,"20241015","ZH"
"ZH_7","N5",NA,NA,"28.970747191862863",2.49497782029948,869936.47848657,"20241015","ZH"
"ZH_7","N5",NA,NA,"28.82918604904372",2.71192745566801,945581.400163182,"20241015","ZH"
"ZH_7","N5",NA,NA,"29.07879005045595",2.34115030395724,816300.663862358,"20241015","ZH"
"ZH_7","N5.1",NA,NA,"28.970747191862863",2.49497782029948,869936.47848657,"20241015","ZH"
"ZH_7","N5.1",NA,NA,"28.82918604904372",2.71192745566801,945581.400163182,"20241015","ZH"
"ZH_7","N5.1",NA,NA,"29.07879005045595",2.34115030395724,816300.663862358,"20241015","ZH"
"ZH_7","N5.2",NA,NA,"28.970747191862863",2.49497782029948,869936.47848657,"20241015","ZH"
"ZH_7","N5.2",NA,NA,"28.82918604904372",2.71192745566801,945581.400163182,"20241015","ZH"
"ZH_7","N5.2",NA,NA,"29.07879005045595",2.34115030395724,816300.663862358,"20241015","ZH"
"ZH_8","N3",NA,NA,"23.04511564309263",81.8172439698072,28527630.3939356,"20241015","ZH"
"ZH_8","N3",NA,NA,"22.741176050088207",97.85717552,34120354.0864714,"20241015","ZH"
"ZH_8","N3",NA,NA,"22.790124895645498",95.0761415268995,33150676.9619594,"20241015","ZH"
"ZH_8","N3.1",NA,NA,"23.04511564309263",81.8172439698072,28527630.3939356,"20241015","ZH"
"ZH_8","N3.1",NA,NA,"22.741176050088207",97.85717552,34120354.0864714,"20241015","ZH"
"ZH_8","N3.1",NA,NA,"22.790124895645498",95.0761415268995,33150676.9619594,"20241015","ZH"
"ZH_8","N3.2",NA,NA,"23.04511564309263",81.8172439698072,28527630.3939356,"20241015","ZH"
"ZH_8","N3.2",NA,NA,"22.741176050088207",97.85717552,34120354.0864714,"20241015","ZH"
"ZH_8","N3.2",NA,NA,"22.790124895645498",95.0761415268995,33150676.9619594,"20241015","ZH"
"ZH_8","N4",NA,NA,"23.04511564309263",81.8172439698072,28527630.3939356,"20241015","ZH"
"ZH_8","N4",NA,NA,"22.741176050088207",97.85717552,34120354.0864714,"20241015","ZH"
"ZH_8","N4",NA,NA,"22.790124895645498",95.0761415268995,33150676.9619594,"20241015","ZH"
"ZH_8","N4.1",NA,NA,"23.04511564309263",81.8172439698072,28527630.3939356,"20241015","ZH"
"ZH_8","N4.1",NA,NA,"22.741176050088207",97.85717552,34120354.0864714,"20241015","ZH"
"ZH_8","N4.1",NA,NA,"22.790124895645498",95.0761415268995,33150676.9619594,"20241015","ZH"
"ZH_8","N4.2",NA,NA,"23.04511564309263",81.8172439698072,28527630.3939356,"20241015","ZH"
"ZH_8","N4.2",NA,NA,"22.741176050088207",97.85717552,34120354.0864714,"20241015","ZH"
"ZH_8","N4.2",NA,NA,"22.790124895645498",95.0761415268995,33150676.9619594,"20241015","ZH"
"ZH_8","N5",17,3.4e+07,"23.04511564309263",81.8172439698072,28527630.3939356,"20241015","ZH"
"ZH_8","N5",17,3.4e+07,"22.741176050088207",97.85717552,34120354.0864714,"20241015","ZH"
"ZH_8","N5",17,3.4e+07,"22.790124895645498",95.0761415268995,33150676.9619594,"20241015","ZH"
"ZH_8","N5.1",9,1.8e+07,"23.04511564309263",81.8172439698072,28527630.3939356,"20241015","ZH"
"ZH_8","N5.1",9,1.8e+07,"22.741176050088207",97.85717552,34120354.0864714,"20241015","ZH"
"ZH_8","N5.1",9,1.8e+07,"22.790124895645498",95.0761415268995,33150676.9619594,"20241015","ZH"
"ZH_8","N5.2",20,4e+07,"23.04511564309263",81.8172439698072,28527630.3939356,"20241015","ZH"
"ZH_8","N5.2",20,4e+07,"22.741176050088207",97.85717552,34120354.0864714,"20241015","ZH"
