"Sample","Cq","Quantity","CFU_TaqMan","Dilution","Count","CFU_Count","Date_Collected","Collected_By"
"136_6","31.867122926685525",0.712180032194619,148991.638534439,"N1",39,7800,"20240312","RB"
"136_6","31.867122926685525",0.712180032194619,148991.638534439,"N1.1",77,15400,"20240312","RB"
"136_6","31.867122926685525",0.712180032194619,148991.638534439,"N2",14,28000,"20240312","RB"
"136_6","31.867122926685525",0.712180032194619,148991.638534439,"N2.2",9,18000,"20240312","RB"
"136_7","31.74690658276586",0.765651667039503,160178.173020816,"N1",37,7400,"20240312","RB"
"136_7","31.74690658276586",0.765651667039503,160178.173020816,"N1.1",40,8000,"20240312","RB"
"136_7","31.74690658276586",0.765651667039503,160178.173020816,"N2",3,6000,"20240312","RB"
"136_7","31.74690658276586",0.765651667039503,160178.173020816,"N2.2",1,2000,"20240312","RB"
"136_1","31.627418958895042",0.82277688495595,172129.055430115,"N1",90,18000,"20240312","RB"
"136_1","31.627418958895042",0.82277688495595,172129.055430115,"N1.1",84,16800,"20240312","RB"
"136_1","31.627418958895042",0.82277688495595,172129.055430115,"N2",8,16000,"20240312","RB"
"136_1","31.627418958895042",0.82277688495595,172129.055430115,"N2.2",7,14000,"20240312","RB"
"136_2","31.90804094814198",0.694845219984045,145365.108783273,"N1",69,13800,"20240312","RB"
"136_2","31.90804094814198",0.694845219984045,145365.108783273,"N1.1",90,18000,"20240312","RB"
"136_2","31.90804094814198",0.694845219984045,145365.108783273,"N2",8,16000,"20240312","RB"
"136_2","31.90804094814198",0.694845219984045,145365.108783273,"N2.2",13,26000,"20240312","RB"
"136_3","31.85045799814423",0.719363413864273,150494.438046919,"N1",69,13800,"20240312","RB"
"136_3","31.85045799814423",0.719363413864273,150494.438046919,"N1.1",103,20600,"20240312","RB"
"136_3","31.85045799814423",0.719363413864273,150494.438046919,"N2",7,14000,"20240312","RB"
"136_3","31.85045799814423",0.719363413864273,150494.438046919,"N2.2",14,28000,"20240312","RB"
"136_4","32.09821669822597",0.619654229759642,129634.776100344,"N1",104,20800,"20240312","RB"
"136_4","32.09821669822597",0.619654229759642,129634.776100344,"N1.1",67,13400,"20240312","RB"
"136_4","32.09821669822597",0.619654229759642,129634.776100344,"N2",14,28000,"20240312","RB"
"136_4","32.09821669822597",0.619654229759642,129634.776100344,"N2.2",7,14000,"20240312","RB"
"136_5","32.11636228827737",0.612919745139405,128225.888104478,"N1",48,9600,"20240312","RB"
"136_5","32.11636228827737",0.612919745139405,128225.888104478,"N1.1",61,12200,"20240312","RB"
"136_5","32.11636228827737",0.612919745139405,128225.888104478,"N2",8,16000,"20240312","RB"
"136_5","32.11636228827737",0.612919745139405,128225.888104478,"N2.2",10,20000,"20240312","RB"
"136_6","31.189673835472817",1.07095235198401,224048.609201676,"N1",39,7800,"20240312","RB"
"136_6","31.189673835472817",1.07095235198401,224048.609201676,"N1.1",77,15400,"20240312","RB"
"136_6","31.189673835472817",1.07095235198401,224048.609201676,"N2",14,28000,"20240312","RB"
"136_6","31.189673835472817",1.07095235198401,224048.609201676,"N2.2",9,18000,"20240312","RB"
"136_7","32.956819337484475",0.36947927078233,77296.9185737093,"N1",37,7400,"20240312","RB"
"136_7","32.956819337484475",0.36947927078233,77296.9185737093,"N1.1",40,8000,"20240312","RB"
"136_7","32.956819337484475",0.36947927078233,77296.9185737093,"N2",3,6000,"20240312","RB"
"136_7","32.956819337484475",0.36947927078233,77296.9185737093,"N2.2",1,2000,"20240312","RB"
"136_1","31.659204474733542",0.807177194844424,168865.52193398,"N1",90,18000,"20240312","RB"
"136_1","31.659204474733542",0.807177194844424,168865.52193398,"N1.1",84,16800,"20240312","RB"
"136_1","31.659204474733542",0.807177194844424,168865.52193398,"N2",8,16000,"20240312","RB"
"136_1","31.659204474733542",0.807177194844424,168865.52193398,"N2.2",7,14000,"20240312","RB"
"136_2","31.40703939115884",0.939550782577663,196558.741125034,"N1",69,13800,"20240312","RB"
"136_2","31.40703939115884",0.939550782577663,196558.741125034,"N1.1",90,18000,"20240312","RB"
"136_2","31.40703939115884",0.939550782577663,196558.741125034,"N2",8,16000,"20240312","RB"
"136_2","31.40703939115884",0.939550782577663,196558.741125034,"N2.2",13,26000,"20240312","RB"
"136_3","31.681733969303444",0.796299620254964,166589.878714428,"N1",69,13800,"20240312","RB"
"136_3","31.681733969303444",0.796299620254964,166589.878714428,"N1.1",103,20600,"20240312","RB"
"136_3","31.681733969303444",0.796299620254964,166589.878714428,"N2",7,14000,"20240312","RB"
"136_3","31.681733969303444",0.796299620254964,166589.878714428,"N2.2",14,28000,"20240312","RB"
"136_4","31.770524635120765",0.754838696243218,157916.045239167,"N1",104,20800,"20240312","RB"
"136_4","31.770524635120765",0.754838696243218,157916.045239167,"N1.1",67,13400,"20240312","RB"
"136_4","31.770524635120765",0.754838696243218,157916.045239167,"N2",14,28000,"20240312","RB"
"136_4","31.770524635120765",0.754838696243218,157916.045239167,"N2.2",7,14000,"20240312","RB"
"136_5","32.603682428425074",0.457035223434411,95614.0634800022,"N1",48,9600,"20240312","RB"
"136_5","32.603682428425074",0.457035223434411,95614.0634800022,"N1.1",61,12200,"20240312","RB"
"136_5","32.603682428425074",0.457035223434411,95614.0634800022,"N2",8,16000,"20240312","RB"
"136_5","32.603682428425074",0.457035223434411,95614.0634800022,"N2.2",10,20000,"20240312","RB"
"136_6","31.67086516710765",0.801528815756112,167683.852668643,"N1",39,7800,"20240312","RB"
"136_6","31.67086516710765",0.801528815756112,167683.852668643,"N1.1",77,15400,"20240312","RB"
"136_6","31.67086516710765",0.801528815756112,167683.852668643,"N2",14,28000,"20240312","RB"
"136_6","31.67086516710765",0.801528815756112,167683.852668643,"N2.2",9,18000,"20240312","RB"
"136_7","32.26443404454862",0.560630673096132,117286.751693751,"N1",37,7400,"20240312","RB"
"136_7","32.26443404454862",0.560630673096132,117286.751693751,"N1.1",40,8000,"20240312","RB"
"136_7","32.26443404454862",0.560630673096132,117286.751693751,"N2",3,6000,"20240312","RB"
"136_7","32.26443404454862",0.560630673096132,117286.751693751,"N2.2",1,2000,"20240312","RB"
